relative_path,split,label,label_id,kind,source_relative_path,source_name,source_group,visual_group,online_augment,sha256,source_sha256,width,height
train/organic/organic_train_existing_aug_011.jpg,train,organic,2,existing_augmentation,train/organic/organic_009__aug_v2_02.jpg,organic_009__aug_v2_02,organic/organic_009,lime_legacy,False,e39f0bc8ebf3666805f6a6b9c84e570b1557966d0fae44178e1249c063dab306,e39f0bc8ebf3666805f6a6b9c84e570b1557966d0fae44178e1249c063dab306,320,240
train/organic/organic_train_existing_aug_012.jpg,train,organic,2,existing_augmentation,train/organic/organic_009__aug_v2_03.jpg,organic_009__aug_v2_03,organic/organic_009,lime_legacy,False,c8695fe676e68915552e6342acc1634acb450c534779d209b110b4b149c373f1,c8695fe676e68915552e6342acc1634acb450c534779d209b110b4b149c373f1,320,240
train/organic/organic_train_existing_aug_013.jpg,train,organic,2,existing_augmentation,train/organic/organic_009__aug_v2_04.jpg,organic_009__aug_v2_04,organic/organic_009,lime_legacy,False,88948688786196805d5826c139f4516fd386bd8f197c8947ba3d6a7de199812f,88948688786196805d5826c139f4516fd386bd8f197c8947ba3d6a7de199812f,320,240
train/organic/organic_train_existing_aug_014.jpg,train,organic,2,existing_augmentation,train/organic/organic_009__aug_v2_05.jpg,organic_009__aug_v2_05,organic/organic_009,lime_legacy,False,9b978b0a6f41c606508a2db6b117ca7b50fddbf11dc0b443c05b99df66f3b907,9b978b0a6f41c606508a2db6b117ca7b50fddbf11dc0b443c05b99df66f3b907,320,240
train/organic/organic_train_existing_aug_015.jpg,train,organic,2,existing_augmentation,train/organic/organic_009__aug_v2_06.jpg,organic_009__aug_v2_06,organic/organic_009,lime_legacy,False,64e62c33679c594723ec173ded044a4fe2541a2b4e1ed7f694993839c4db5123,64e62c33679c594723ec173ded044a4fe2541a2b4e1ed7f694993839c4db5123,320,240
train/organic/organic_train_existing_aug_016.jpg,train,organic,2,existing_augmentation,train/organic/organic_009__aug_v2_07.jpg,organic_009__aug_v2_07,organic/organic_009,lime_legacy,False,c788f437543853891bcc915ec5f6c328dbfd1870b764a5f5352f43344d09988d,c788f437543853891bcc915ec5f6c328dbfd1870b764a5f5352f43344d09988d,320,240
train/organic/organic_train_existing_aug_017.jpg,train,organic,2,existing_augmentation,train/organic/organic_009__aug_v2_08.jpg,organic_009__aug_v2_08,organic/organic_009,lime_legacy,False,778df973776d2979d0d2db879b5a66cdfd47a4afa21dd2c1ce2e0bb98c2beeba,778df973776d2979d0d2db879b5a66cdfd47a4afa21dd2c1ce2e0bb98c2beeba,320,240
train/organic/organic_train_existing_aug_018.jpg,train,organic,2,existing_augmentation,train/organic/organic_009__aug_v2_09.jpg,organic_009__aug_v2_09,organic/organic_009,lime_legacy,False,5f63d288613d5962d0956e525bd77b962f26b0a59e8f376a3e80aff531e624a3,5f63d288613d5962d0956e525bd77b962f26b0a59e8f376a3e80aff531e624a3,320,240
train/organic/organic_train_existing_aug_019.jpg,train,organic,2,existing_augmentation,train/organic/organic_019__aug_v2_01.jpg,organic_019__aug_v2_01,organic/organic_019,rambutan,False,c779cf6737c2ca1b5e68fea2da8dd2db80d9c316d32b86c9b0b9693c14b228cc,c779cf6737c2ca1b5e68fea2da8dd2db80d9c316d32b86c9b0b9693c14b228cc,320,240
train/organic/organic_train_existing_aug_020.jpg,train,organic,2,existing_augmentation,train/organic/organic_019__aug_v2_02.jpg,organic_019__aug_v2_02,organic/organic_019,rambutan,False,dadc012a1a80ca56f72768f1de926cbd35befa29a5429f8c426da378b6e3275a,dadc012a1a80ca56f72768f1de926cbd35befa29a5429f8c426da378b6e3275a,320,240
train/organic/organic_train_existing_aug_021.jpg,train,organic,2,existing_augmentation,train/organic/organic_019__aug_v2_03.jpg,organic_019__aug_v2_03,organic/organic_019,rambutan,False,3ca4306da26cab1a88f8f8b962ea675c17c713a3f927dca4578a735943af8ee0,3ca4306da26cab1a88f8f8b962ea675c17c713a3f927dca4578a735943af8ee0,320,240
train/organic/organic_train_existing_aug_022.jpg,train,organic,2,existing_augmentation,train/organic/organic_019__aug_v2_04.jpg,organic_019__aug_v2_04,organic/organic_019,rambutan,False,d6e25da327ec25ed889415f40f3ae5491d2bfec5643bded7bbacddcad0eca7e2,d6e25da327ec25ed889415f40f3ae5491d2bfec5643bded7bbacddcad0eca7e2,320,240
train/organic/organic_train_existing_aug_023.jpg,train,organic,2,existing_augmentation,train/organic/organic_019__aug_v2_05.jpg,organic_019__aug_v2_05,organic/organic_019,rambutan,False,65bbc54e488ccf24d114ace2090124826e164d23825ae906a925fb01348106aa,65bbc54e488ccf24d114ace2090124826e164d23825ae906a925fb01348106aa,320,240
train/organic/organic_train_existing_aug_024.jpg,train,organic,2,existing_augmentation,test/organic/organic_019__aug_v2_06.jpg,organic_019__aug_v2_06,organic/organic_019,rambutan,False,3f8dedfe581982fc09d5ae87e4be81f870d28d9e703b37bca577327452cfdffc,3f8dedfe581982fc09d5ae87e4be81f870d28d9e703b37bca577327452cfdffc,320,240
train/organic/organic_train_existing_aug_025.jpg,train,organic,2,existing_augmentation,test/organic/organic_019__aug_v2_07.jpg,organic_019__aug_v2_07,organic/organic_019,rambutan,False,84e37681a312ef485f09cae5974a2b129a3438835020d789343847911f2ace0f,84e37681a312ef485f09cae5974a2b129a3438835020d789343847911f2ace0f,320,240
train/organic/organic_train_existing_aug_026.jpg,train,organic,2,existing_augmentation,validation/organic/organic_019__aug_v2_08.jpg,organic_019__aug_v2_08,organic/organic_019,rambutan,False,0a4c270c9aa622e561bfa7b4da5ac476cbd2e44679cd188f08de11dc0bd70af7,0a4c270c9aa622e561bfa7b4da5ac476cbd2e44679cd188f08de11dc0bd70af7,320,240
train/organic/organic_train_existing_aug_027.jpg,train,organic,2,existing_augmentation,validation/organic/organic_019__aug_v2_09.jpg,organic_019__aug_v2_09,organic/organic_019,rambutan,False,852f5dbd5507f2c911e89740de00b6120256929fae26a3350b5d7f2f2263c3c8,852f5dbd5507f2c911e89740de00b6120256929fae26a3350b5d7f2f2263c3c8,320,240
train/organic/organic_train_existing_aug_028.jpg,train,organic,2,existing_augmentation,train/organic/organic_020__aug_v2_01.jpg,organic_020__aug_v2_01,organic/organic_020,rambutan,False,018859a4684ed59b69fa084d313ddee045d8ad99f090ace6963ec5553df3e9f6,018859a4684ed59b69fa084d313ddee045d8ad99f090ace6963ec5553df3e9f6,320,240
train/organic/organic_train_existing_aug_029.jpg,train,organic,2,existing_augmentation,train/organic/organic_020__aug_v2_02.jpg,organic_020__aug_v2_02,organic/organic_020,rambutan,False,f57586d8077b64cc1e25d2a19c379eadf49fd3f8be7fd9a7f9aba46f12ec3457,f57586d8077b64cc1e25d2a19c379eadf49fd3f8be7fd9a7f9aba46f12ec3457,320,240
train/organic/organic_train_existing_aug_030.jpg,train,organic,2,existing_augmentation,train/organic/organic_020__aug_v2_03.jpg,organic_020__aug_v2_03,organic/organic_020,rambutan,False,b212c98c7a35ed3551e8be86dee6d8d0f2cb9daff9e1c5f091408109c8968273,b212c98c7a35ed3551e8be86dee6d8d0f2cb9daff9e1c5f091408109c8968273,320,240
train/organic/organic_train_existing_aug_031.jpg,train,organic,2,existing_augmentation,train/organic/organic_020__aug_v2_04.jpg,organic_020__aug_v2_04,organic/organic_020,rambutan,False,f4c5cd9162e1d20d374aa191d5bdf168159366f53ea4e7b5142554cc832aab5f,f4c5cd9162e1d20d374aa191d5bdf168159366f53ea4e7b5142554cc832aab5f,320,240
train/organic/organic_train_existing_aug_032.jpg,train,organic,2,existing_augmentation,train/organic/organic_020__aug_v2_05.jpg,organic_020__aug_v2_05,organic/organic_020,rambutan,False,32a293b224c5fc2e2fa707bbecd210c787dd294776f2246c0aef6fbcac12d1db,32a293b224c5fc2e2fa707bbecd210c787dd294776f2246c0aef6fbcac12d1db,320,240
train/organic/organic_train_existing_aug_033.jpg,train,organic,2,existing_augmentation,test/organic/organic_020__aug_v2_06.jpg,organic_020__aug_v2_06,organic/organic_020,rambutan,False,fe55c3eaebd92380eb36658db5fcc7ec496ca6725d96afa8dc4cf9e888c5c3a6,fe55c3eaebd92380eb36658db5fcc7ec496ca6725d96afa8dc4cf9e888c5c3a6,320,240
train/organic/organic_train_existing_aug_034.jpg,train,organic,2,existing_augmentation,test/organic/organic_020__aug_v2_07.jpg,organic_020__aug_v2_07,organic/organic_020,rambutan,False,8b10d58608ba34666016b86bb576bd684cdb1c7763e3759640538fc76a0d9b09,8b10d58608ba34666016b86bb576bd684cdb1c7763e3759640538fc76a0d9b09,320,240
train/organic/organic_train_existing_aug_035.jpg,train,organic,2,existing_augmentation,validation/organic/organic_020__aug_v2_08.jpg,organic_020__aug_v2_08,organic/organic_020,rambutan,False,d0985b5ec7c12bc81d01d60cd4918fea2b0353db96981d15674f0d54caddff78,d0985b5ec7c12bc81d01d60cd4918fea2b0353db96981d15674f0d54caddff78,320,240
train/organic/organic_train_existing_aug_036.jpg,train,organic,2,existing_augmentation,validation/organic/organic_020__aug_v2_09.jpg,organic_020__aug_v2_09,organic/organic_020,rambutan,False,04dccabc864cfbd24ae43362895e73e88276775fd73a2d1c6a1ad5d7e1ca3399,04dccabc864cfbd24ae43362895e73e88276775fd73a2d1c6a1ad5d7e1ca3399,320,240
train/organic/organic_train_original_001.jpg,train,organic,2,original,train/organic/esp32-cam-2026-08-01T09-23-33-165Z.jpg,esp32-cam-2026-08-01T09-23-33-165Z,organic/esp32-cam-2026-08-01T09-23-33-165Z,lime_3_plus,False,9ad65c7f13407fdf2faacc3417982bdbe3bd14fb4b5dfbec2793191012bf5b37,9ad65c7f13407fdf2faacc3417982bdbe3bd14fb4b5dfbec2793191012bf5b37,320,240
train/organic/organic_train_original_002.jpg,train,organic,2,original,train/organic/esp32-cam-2026-08-01T09-23-46-307Z.jpg,esp32-cam-2026-08-01T09-23-46-307Z,organic/esp32-cam-2026-08-01T09-23-46-307Z,lime_3_plus,False,c4607765413007a73bcdda8f987dee15b4112defc6e3b855c94d3ed1b4045f47,c4607765413007a73bcdda8f987dee15b4112defc6e3b855c94d3ed1b4045f47,320,240
train/organic/organic_train_original_003.jpg,train,organic,2,original,train/organic/esp32-cam-2026-08-01T09-23-59-242Z.jpg,esp32-cam-2026-08-01T09-23-59-242Z,organic/esp32-cam-2026-08-01T09-23-59-242Z,lime_2,False,1293f206ed51132bf3c40c4330d73768121a17ddfbfbfffb894ecd2ece170a1c,1293f206ed51132bf3c40c4330d73768121a17ddfbfbfffb894ecd2ece170a1c,320,240
train/organic/organic_train_original_004.jpg,train,organic,2,original,train/organic/esp32-cam-2026-08-01T09-24-07-057Z.jpg,esp32-cam-2026-08-01T09-24-07-057Z,organic/esp32-cam-2026-08-01T09-24-07-057Z,lime_3_plus,False,db24142a4166f20643b2e4d57d4974a5ec25e0a71a6e9a2294a8bda86a2700c7,db24142a4166f20643b2e4d57d4974a5ec25e0a71a6e9a2294a8bda86a2700c7,320,240
train/organic/organic_train_original_005.jpg,train,organic,2,original,train/organic/esp32-cam-2026-08-01T09-24-14-272Z.jpg,esp32-cam-2026-08-01T09-24-14-272Z,organic/esp32-cam-2026-08-01T09-24-14-272Z,lime_1,False,d77c0abacfe7dfb381d5c048aefda92818ab6f4e4881f2db2a850297a8d3c8c5,d77c0abacfe7dfb381d5c048aefda92818ab6f4e4881f2db2a850297a8d3c8c5,320,240
train/organic/organic_train_original_006.jpg,train,organic,2,original,train/organic/esp32-cam-2026-08-01T09-25-50-582Z.jpg,esp32-cam-2026-08-01T09-25-50-582Z,organic/esp32-cam-2026-08-01T09-25-50-582Z,lime_1,False,f6a751a8405791cae42c50011af05a691b578e45c30b239b946b608d0206c2a6,f6a751a8405791cae42c50011af05a691b578e45c30b239b946b608d0206c2a6,320,240
train/organic/organic_train_original_007.jpg,train,organic,2,original,train/organic/organic_008.jpg,organic_008,organic/organic_008,lime_legacy,False,709a70d2fe432204a1dd53e469ea26e3f8fe57a528618a07a62fd290bf976968,709a70d2fe432204a1dd53e469ea26e3f8fe57a528618a07a62fd290bf976968,320,240
train/organic/organic_train_original_008.jpg,train,organic,2,original,train/organic/organic_009.jpg,organic_009,organic/organic_009,lime_legacy,False,35bafa66855ec66a1803bc7a6896caeed5dc6e586ab2448985805723b5c5e2d2,35bafa66855ec66a1803bc7a6896caeed5dc6e586ab2448985805723b5c5e2d2,320,240
train/organic/organic_train_original_009.jpg,train,organic,2,original,train/organic/organic_019.jpg,organic_019,organic/organic_019,rambutan,False,948778b39403c6ec087f7e972d7c31766e1c48f0d62c4c5e058a416c67294b68,948778b39403c6ec087f7e972d7c31766e1c48f0d62c4c5e058a416c67294b68,320,240
train/organic/organic_train_original_010.jpg,train,organic,2,original,train/organic/organic_020.jpg,organic_020,organic/organic_020,rambutan,False,b54790c8025a6646ed0c81c9d005de18cc70cbbeee04ac4e93951e77b183ff42,b54790c8025a6646ed0c81c9d005de18cc70cbbeee04ac4e93951e77b183ff42,320,240
train/organic/organic_train_v9_aug_001.jpg,train,organic,2,v9_augmentation,train/organic/esp32-cam-2026-08-01T09-23-33-165Z.jpg,esp32-cam-2026-08-01T09-23-33-165Z,organic/esp32-cam-2026-08-01T09-23-33-165Z,lime_3_plus,False,2f6014a473b9aca2a0e8d12acacfea3aeb4df64e7d2da654cab50b8476577067,9ad65c7f13407fdf2faacc3417982bdbe3bd14fb4b5dfbec2793191012bf5b37,320,240
train/organic/organic_train_v9_aug_002.jpg,train,organic,2,v9_augmentation,train/organic/esp32-cam-2026-08-01T09-24-14-272Z.jpg,esp32-cam-2026-08-01T09-24-14-272Z,organic/esp32-cam-2026-08-01T09-24-14-272Z,lime_1,False,702eb8004988ea9af8cbb8e8a8aacb845376d747de8ef1d5ea521d78e0dbe018,d77c0abacfe7dfb381d5c048aefda92818ab6f4e4881f2db2a850297a8d3c8c5,320,240
train/organic/organic_train_v9_aug_003.jpg,train,organic,2,v9_augmentation,train/organic/esp32-cam-2026-08-01T09-23-33-165Z.jpg,esp32-cam-2026-08-01T09-23-33-165Z,organic/esp32-cam-2026-08-01T09-23-33-165Z,lime_3_plus,False,80be92d9399c1ddd944747b6326dd0a3e30d202a64d13236843d269e78bec446,9ad65c7f13407fdf2faacc3417982bdbe3bd14fb4b5dfbec2793191012bf5b37,320,240
train/organic/organic_train_v9_aug_004.jpg,train,organic,2,v9_augmentation,train/organic/esp32-cam-2026-08-01T09-23-33-165Z.jpg,esp32-cam-2026-08-01T09-23-33-165Z,organic/esp32-cam-2026-08-01T09-23-33-165Z,lime_3_plus,False,0f061a19ce6eff816020648376a23c1d129c13968eb02440244d17557dd69b53,9ad65c7f13407fdf2faacc3417982bdbe3bd14fb4b5dfbec2793191012bf5b37,320,240
train/organic/organic_train_v9_aug_005.jpg,train,organic,2,v9_augmentation,train/organic/esp32-cam-2026-08-01T09-23-33-165Z.jpg,esp32-cam-2026-08-01T09-23-33-165Z,organic/esp32-cam-2026-08-01T09-23-33-165Z,lime_3_plus,False,1d3f1b1d37f6102193beb809ac3dba557a604842234a50e001337c6c37be2a3f,9ad65c7f13407fdf2faacc3417982bdbe3bd14fb4b5dfbec2793191012bf5b37,320,240
train/organic/organic_train_v9_aug_006.jpg,train,organic,2,v9_augmentation,train/organic/esp32-cam-2026-08-01T09-23-33-165Z.jpg,esp32-cam-2026-08-01T09-23-33-165Z,organic/esp32-cam-2026-08-01T09-23-33-165Z,lime_3_plus,False,dbab156de2556bd501f1fb82383b6134a53bb3ae40776b5bee390559ca02014a,9ad65c7f13407fdf2faacc3417982bdbe3bd14fb4b5dfbec2793191012bf5b37,320,240
train/organic/organic_train_v9_aug_007.jpg,train,organic,2,v9_augmentation,train/organic/esp32-cam-2026-08-01T09-23-46-307Z.jpg,esp32-cam-2026-08-01T09-23-46-307Z,organic/esp32-cam-2026-08-01T09-23-46-307Z,lime_3_plus,False,cf8ccfb52a55d7f2688a7a98b34e8cf326a64bd514a0ff5d8e6da8eaec06a75d,c4607765413007a73bcdda8f987dee15b4112defc6e3b855c94d3ed1b4045f47,320,240
train/organic/organic_train_v9_aug_008.jpg,train,organic,2,v9_augmentation,train/organic/esp32-cam-2026-08-01T09-23-46-307Z.jpg,esp32-cam-2026-08-01T09-23-46-307Z,organic/esp32-cam-2026-08-01T09-23-46-307Z,lime_3_plus,False,62d2d40bf63a66fd272fafd5a047225d14e79a6ec214acf54046fefc6f29cd9f,c4607765413007a73bcdda8f987dee15b4112defc6e3b855c94d3ed1b4045f47,320,240
train/organic/organic_train_v9_aug_009.jpg,train,organic,2,v9_augmentation,train/organic/esp32-cam-2026-08-01T09-23-46-307Z.jpg,esp32-cam-2026-08-01T09-23-46-307Z,organic/esp32-cam-2026-08-01T09-23-46-307Z,lime_3_plus,False,d0100438b66e7c7175d4b8f897d19afda719a43807f3428472ecc2a251c20771,c4607765413007a73bcdda8f987dee15b4112defc6e3b855c94d3ed1b4045f47,320,240
train/organic/organic_train_v9_aug_010.jpg,train,organic,2,v9_augmentation,train/organic/esp32-cam-2026-08-01T09-23-46-307Z.jpg,esp32-cam-2026-08-01T09-23-46-307Z,organic/esp32-cam-2026-08-01T09-23-46-307Z,lime_3_plus,False,ccd300ff6a8b58a4bb71d567bcbac734c36cab03882a2245b5e700c88ea3e6d3,c4607765413007a73bcdda8f987dee15b4112defc6e3b855c94d3ed1b4045f47,320,240
train/organic/organic_train_v9_aug_011.jpg,train,organic,2,v9_augmentation,train/organic/esp32-cam-2026-08-01T09-23-46-307Z.jpg,esp32-cam-2026-08-01T09-23-46-307Z,organic/esp32-cam-2026-08-01T09-23-46-307Z,lime_3_plus,False,dd2c91a5c75f3ba80f542376adc06f5e0173e1064572d565ab2792f75d497a50,c4607765413007a73bcdda8f987dee15b4112defc6e3b855c94d3ed1b4045f47,320,240
train/organic/organic_train_v9_aug_012.jpg,train,organic,2,v9_augmentation,train/organic/esp32-cam-2026-08-01T09-23-59-242Z.jpg,esp32-cam-2026-08-01T09-23-59-242Z,organic/esp32-cam-2026-08-01T09-23-59-242Z,lime_2,False,7f7fabc911304d2739dd13c7a54763096b991073197e020e4c3f4665d43a58a2,1293f206ed51132bf3c40c4330d73768121a17ddfbfbfffb894ecd2ece170a1c,320,240
train/organic/organic_train_v9_aug_013.jpg,train,organic,2,v9_augmentation,train/organic/esp32-cam-2026-08-01T09-23-59-242Z.jpg,esp32-cam-2026-08-01T09-23-59-242Z,organic/esp32-cam-2026-08-01T09-23-59-242Z,lime_2,False,e69b3a30f986db71d9d9bb32cc3a4c1b469e4601780650d2c5ea09b471cdcc80,1293f206ed51132bf3c40c4330d73768121a17ddfbfbfffb894ecd2ece170a1c,320,240
train/organic/organic_train_v9_aug_014.jpg,train,organic,2,v9_augmentation,train/organic/esp32-cam-2026-08-01T09-23-59-242Z.jpg,esp32-cam-2026-08-01T09-23-59-242Z,organic/esp32-cam-2026-08-01T09-23-59-242Z,lime_2,False,515004af544f5a7d4e1657e698936a14705a12d32bfdefe03329c4115d0536a2,1293f206ed51132bf3c40c4330d73768121a17ddfbfbfffb894ecd2ece170a1c,320,240
train/organic/organic_train_v9_aug_015.jpg,train,organic,2,v9_augmentation,train/organic/esp32-cam-2026-08-01T09-23-59-242Z.jpg,esp32-cam-2026-08-01T09-23-59-242Z,organic/esp32-cam-2026-08-01T09-23-59-242Z,lime_2,False,e9c18ceaa6c4bdeedb71b0cca44d45bb40f9962aad87abc2ae41a1e4675b289f,1293f206ed51132bf3c40c4330d73768121a17ddfbfbfffb894ecd2ece170a1c,320,240
train/organic/organic_train_v9_aug_016.jpg,train,organic,2,v9_augmentation,train/organic/esp32-cam-2026-08-01T09-23-59-242Z.jpg,esp32-cam-2026-08-01T09-23-59-242Z,organic/esp32-cam-2026-08-01T09-23-59-242Z,lime_2,False,4987ac212e0e6c94b8312a60eec3d97158c3c6a0baebab6cf7601c1ea2893579,1293f206ed51132bf3c40c4330d73768121a17ddfbfbfffb894ecd2ece170a1c,320,240
train/organic/organic_train_v9_aug_017.jpg,train,organic,2,v9_augmentation,train/organic/esp32-cam-2026-08-01T09-24-07-057Z.jpg,esp32-cam-2026-08-01T09-24-07-057Z,organic/esp32-cam-2026-08-01T09-24-07-057Z,lime_3_plus,False,538ce13ee412c37a70e9672b06558c9d3904ad9d71203985034b15dc945fa8f9,db24142a4166f20643b2e4d57d4974a5ec25e0a71a6e9a2294a8bda86a2700c7,320,240
train/organic/organic_train_v9_aug_018.jpg,train,organic,2,v9_augmentation,train/organic/esp32-cam-2026-08-01T09-24-07-057Z.jpg,esp32-cam-2026-08-01T09-24-07-057Z,organic/esp32-cam-2026-08-01T09-24-07-057Z,lime_3_plus,False,6a7803cbaafc989e57fce2c0f4c2b276d5855c59533cb4ae4d121f758b9dedea,db24142a4166f20643b2e4d57d4974a5ec25e0a71a6e9a2294a8bda86a2700c7,320,240
train/organic/organic_train_v9_aug_019.jpg,train,organic,2,v9_augmentation,train/organic/esp32-cam-2026-08-01T09-24-07-057Z.jpg,esp32-cam-2026-08-01T09-24-07-057Z,organic/esp32-cam-2026-08-01T09-24-07-057Z,lime_3_plus,False,95c0c88284b6ee2d03bf066daeaae5b447e8d8653136da569880d9b29b75e8b5,db24142a4166f20643b2e4d57d4974a5ec25e0a71a6e9a2294a8bda86a2700c7,320,240
train/organic/organic_train_v9_aug_020.jpg,train,organic,2,v9_augmentation,train/organic/esp32-cam-2026-08-01T09-24-07-057Z.jpg,esp32-cam-2026-08-01T09-24-07-057Z,organic/esp32-cam-2026-08-01T09-24-07-057Z,lime_3_plus,False,374f59fb7f7c785a0ef5373520b2e6c9441dc20257ecaf988d27e76a61ab3692,db24142a4166f20643b2e4d57d4974a5ec25e0a71a6e9a2294a8bda86a2700c7,320,240
train/organic/organic_train_v9_aug_021.jpg,train,organic,2,v9_augmentation,train/organic/esp32-cam-2026-08-01T09-24-07-057Z.jpg,esp32-cam-2026-08-01T09-24-07-057Z,organic/esp32-cam-2026-08-01T09-24-07-057Z,lime_3_plus,False,5563c442774cba7d5f430d3c3230c167cd3830f874a3ab7e2aada0ac83be20f7,db24142a4166f20643b2e4d57d4974a5ec25e0a71a6e9a2294a8bda86a2700c7,320,240
train/organic/organic_train_v9_aug_022.jpg,train,organic,2,v9_augmentation,train/organic/esp32-cam-2026-08-01T09-24-14-272Z.jpg,esp32-cam-2026-08-01T09-24-14-272Z,organic/esp32-cam-2026-08-01T09-24-14-272Z,lime_1,False,664dd008c30f78be43844c416ed2299ec409c561170690ff240d0eef062b474c,d77c0abacfe7dfb381d5c048aefda92818ab6f4e4881f2db2a850297a8d3c8c5,320,240
train/organic/organic_train_v9_aug_023.jpg,train,organic,2,v9_augmentation,train/organic/esp32-cam-2026-08-01T09-24-14-272Z.jpg,esp32-cam-2026-08-01T09-24-14-272Z,organic/esp32-cam-2026-08-01T09-24-14-272Z,lime_1,False,c5b01d0a3bf50368b6040d30a8ede10e79ec11ebb22a217db2b93751dc351d7b,d77c0abacfe7dfb381d5c048aefda92818ab6f4e4881f2db2a850297a8d3c8c5,320,240
train/organic/organic_train_v9_aug_024.jpg,train,organic,2,v9_augmentation,train/organic/esp32-cam-2026-08-01T09-24-14-272Z.jpg,esp32-cam-2026-08-01T09-24-14-272Z,organic/esp32-cam-2026-08-01T09-24-14-272Z,lime_1,False,b26ab597a3f0bdc271a82e2750094df6ec01444205a701c248112ffde27bd91e,d77c0abacfe7dfb381d5c048aefda92818ab6f4e4881f2db2a850297a8d3c8c5,320,240
train/organic/organic_train_v9_aug_025.jpg,train,organic,2,v9_augmentation,train/organic/esp32-cam-2026-08-01T09-24-14-272Z.jpg,esp32-cam-2026-08-01T09-24-14-272Z,organic/esp32-cam-2026-08-01T09-24-14-272Z,lime_1,False,fc1d9e1f6a71d08fbca00c80a92afe97c2c6074ca0deaa8f5f5f34810d6b4016,d77c0abacfe7dfb381d5c048aefda92818ab6f4e4881f2db2a850297a8d3c8c5,320,240
