prepared_relative_path,prepared_split,label,kind,source_relative_path,original_relative_path
train/paper/paper_006__aug_v2_04.jpg,train,paper,augmentation,train/paper/paper_006__aug_v2_04.jpg,train/paper/paper_006.jpg
train/paper/paper_006__aug_v2_05.jpg,train,paper,augmentation,train/paper/paper_006__aug_v2_05.jpg,train/paper/paper_006.jpg
train/paper/paper_006__aug_v2_06.jpg,train,paper,augmentation,train/paper/paper_006__aug_v2_06.jpg,train/paper/paper_006.jpg
train/paper/paper_006__aug_v2_07.jpg,train,paper,augmentation,train/paper/paper_006__aug_v2_07.jpg,train/paper/paper_006.jpg
train/paper/paper_006__aug_v2_08.jpg,train,paper,augmentation,train/paper/paper_006__aug_v2_08.jpg,train/paper/paper_006.jpg
train/paper/paper_006__aug_v2_09.jpg,train,paper,augmentation,train/paper/paper_006__aug_v2_09.jpg,train/paper/paper_006.jpg
train/paper/paper_007.jpg,train,paper,original,train/paper/paper_007.jpg,train/paper/paper_007.jpg
train/paper/paper_007__aug_v2_01.jpg,train,paper,augmentation,train/paper/paper_007__aug_v2_01.jpg,train/paper/paper_007.jpg
train/paper/paper_007__aug_v2_02.jpg,train,paper,augmentation,train/paper/paper_007__aug_v2_02.jpg,train/paper/paper_007.jpg
train/paper/paper_007__aug_v2_03.jpg,train,paper,augmentation,train/paper/paper_007__aug_v2_03.jpg,train/paper/paper_007.jpg
train/paper/paper_007__aug_v2_04.jpg,train,paper,augmentation,train/paper/paper_007__aug_v2_04.jpg,train/paper/paper_007.jpg
train/paper/paper_007__aug_v2_05.jpg,train,paper,augmentation,train/paper/paper_007__aug_v2_05.jpg,train/paper/paper_007.jpg
train/paper/paper_007__aug_v2_06.jpg,train,paper,augmentation,train/paper/paper_007__aug_v2_06.jpg,train/paper/paper_007.jpg
train/paper/paper_007__aug_v2_07.jpg,train,paper,augmentation,train/paper/paper_007__aug_v2_07.jpg,train/paper/paper_007.jpg
train/paper/paper_007__aug_v2_08.jpg,train,paper,augmentation,train/paper/paper_007__aug_v2_08.jpg,train/paper/paper_007.jpg
train/paper/paper_007__aug_v2_09.jpg,train,paper,augmentation,train/paper/paper_007__aug_v2_09.jpg,train/paper/paper_007.jpg
train/paper/paper_009.jpg,train,paper,original,train/paper/paper_009.jpg,train/paper/paper_009.jpg
train/paper/paper_009__aug_v2_01.jpg,train,paper,augmentation,train/paper/paper_009__aug_v2_01.jpg,train/paper/paper_009.jpg
train/paper/paper_009__aug_v2_02.jpg,train,paper,augmentation,train/paper/paper_009__aug_v2_02.jpg,train/paper/paper_009.jpg
train/paper/paper_009__aug_v2_03.jpg,train,paper,augmentation,train/paper/paper_009__aug_v2_03.jpg,train/paper/paper_009.jpg
train/paper/paper_009__aug_v2_04.jpg,train,paper,augmentation,train/paper/paper_009__aug_v2_04.jpg,train/paper/paper_009.jpg
train/paper/paper_009__aug_v2_05.jpg,train,paper,augmentation,train/paper/paper_009__aug_v2_05.jpg,train/paper/paper_009.jpg
train/paper/paper_009__aug_v2_06.jpg,train,paper,augmentation,train/paper/paper_009__aug_v2_06.jpg,train/paper/paper_009.jpg
train/paper/paper_009__aug_v2_07.jpg,train,paper,augmentation,train/paper/paper_009__aug_v2_07.jpg,train/paper/paper_009.jpg
train/paper/paper_009__aug_v2_08.jpg,train,paper,augmentation,train/paper/paper_009__aug_v2_08.jpg,train/paper/paper_009.jpg
train/paper/paper_009__aug_v2_09.jpg,train,paper,augmentation,train/paper/paper_009__aug_v2_09.jpg,train/paper/paper_009.jpg
train/paper/paper_010.jpg,train,paper,original,train/paper/paper_010.jpg,train/paper/paper_010.jpg
train/paper/paper_010__aug_v2_01.jpg,train,paper,augmentation,train/paper/paper_010__aug_v2_01.jpg,train/paper/paper_010.jpg
train/paper/paper_010__aug_v2_02.jpg,train,paper,augmentation,train/paper/paper_010__aug_v2_02.jpg,train/paper/paper_010.jpg
train/paper/paper_010__aug_v2_03.jpg,train,paper,augmentation,train/paper/paper_010__aug_v2_03.jpg,train/paper/paper_010.jpg
train/paper/paper_010__aug_v2_04.jpg,train,paper,augmentation,train/paper/paper_010__aug_v2_04.jpg,train/paper/paper_010.jpg
train/paper/paper_010__aug_v2_05.jpg,train,paper,augmentation,train/paper/paper_010__aug_v2_05.jpg,train/paper/paper_010.jpg
train/paper/paper_010__aug_v2_06.jpg,train,paper,augmentation,train/paper/paper_010__aug_v2_06.jpg,train/paper/paper_010.jpg
train/paper/paper_010__aug_v2_07.jpg,train,paper,augmentation,train/paper/paper_010__aug_v2_07.jpg,train/paper/paper_010.jpg
train/paper/paper_010__aug_v2_08.jpg,train,paper,augmentation,train/paper/paper_010__aug_v2_08.jpg,train/paper/paper_010.jpg
train/paper/paper_010__aug_v2_09.jpg,train,paper,augmentation,train/paper/paper_010__aug_v2_09.jpg,train/paper/paper_010.jpg
train/paper/paper_011.jpg,train,paper,original,train/paper/paper_011.jpg,train/paper/paper_011.jpg
train/paper/paper_011__aug_v2_01.jpg,train,paper,augmentation,train/paper/paper_011__aug_v2_01.jpg,train/paper/paper_011.jpg
train/paper/paper_011__aug_v2_02.jpg,train,paper,augmentation,train/paper/paper_011__aug_v2_02.jpg,train/paper/paper_011.jpg
train/paper/paper_011__aug_v2_03.jpg,train,paper,augmentation,train/paper/paper_011__aug_v2_03.jpg,train/paper/paper_011.jpg
train/paper/paper_011__aug_v2_04.jpg,train,paper,augmentation,train/paper/paper_011__aug_v2_04.jpg,train/paper/paper_011.jpg
train/paper/paper_011__aug_v2_05.jpg,train,paper,augmentation,train/paper/paper_011__aug_v2_05.jpg,train/paper/paper_011.jpg
train/paper/paper_011__aug_v2_06.jpg,train,paper,augmentation,train/paper/paper_011__aug_v2_06.jpg,train/paper/paper_011.jpg
train/paper/paper_011__aug_v2_07.jpg,train,paper,augmentation,train/paper/paper_011__aug_v2_07.jpg,train/paper/paper_011.jpg
train/paper/paper_011__aug_v2_08.jpg,train,paper,augmentation,train/paper/paper_011__aug_v2_08.jpg,train/paper/paper_011.jpg
train/paper/paper_011__aug_v2_09.jpg,train,paper,augmentation,train/paper/paper_011__aug_v2_09.jpg,train/paper/paper_011.jpg
train/paper/paper_012.jpg,train,paper,original,train/paper/paper_012.jpg,train/paper/paper_012.jpg
train/paper/paper_012__aug_v2_01.jpg,train,paper,augmentation,train/paper/paper_012__aug_v2_01.jpg,train/paper/paper_012.jpg
train/paper/paper_012__aug_v2_02.jpg,train,paper,augmentation,train/paper/paper_012__aug_v2_02.jpg,train/paper/paper_012.jpg
train/paper/paper_012__aug_v2_03.jpg,train,paper,augmentation,train/paper/paper_012__aug_v2_03.jpg,train/paper/paper_012.jpg
train/paper/paper_012__aug_v2_04.jpg,train,paper,augmentation,train/paper/paper_012__aug_v2_04.jpg,train/paper/paper_012.jpg
train/paper/paper_012__aug_v2_05.jpg,train,paper,augmentation,train/paper/paper_012__aug_v2_05.jpg,train/paper/paper_012.jpg
train/paper/paper_012__aug_v2_06.jpg,train,paper,augmentation,train/paper/paper_012__aug_v2_06.jpg,train/paper/paper_012.jpg
train/paper/paper_012__aug_v2_07.jpg,train,paper,augmentation,train/paper/paper_012__aug_v2_07.jpg,train/paper/paper_012.jpg
train/paper/paper_012__aug_v2_08.jpg,train,paper,augmentation,train/paper/paper_012__aug_v2_08.jpg,train/paper/paper_012.jpg
train/paper/paper_012__aug_v2_09.jpg,train,paper,augmentation,train/paper/paper_012__aug_v2_09.jpg,train/paper/paper_012.jpg
train/paper/paper_015.jpg,train,paper,original,train/paper/paper_015.jpg,train/paper/paper_015.jpg
train/paper/paper_015__aug_v2_01.jpg,train,paper,augmentation,train/paper/paper_015__aug_v2_01.jpg,train/paper/paper_015.jpg
train/paper/paper_015__aug_v2_02.jpg,train,paper,augmentation,train/paper/paper_015__aug_v2_02.jpg,train/paper/paper_015.jpg
train/paper/paper_015__aug_v2_03.jpg,train,paper,augmentation,train/paper/paper_015__aug_v2_03.jpg,train/paper/paper_015.jpg
train/paper/paper_015__aug_v2_04.jpg,train,paper,augmentation,train/paper/paper_015__aug_v2_04.jpg,train/paper/paper_015.jpg
train/paper/paper_015__aug_v2_05.jpg,train,paper,augmentation,train/paper/paper_015__aug_v2_05.jpg,train/paper/paper_015.jpg
train/paper/paper_015__aug_v2_06.jpg,train,paper,augmentation,train/paper/paper_015__aug_v2_06.jpg,train/paper/paper_015.jpg
train/paper/paper_015__aug_v2_07.jpg,train,paper,augmentation,train/paper/paper_015__aug_v2_07.jpg,train/paper/paper_015.jpg
train/paper/paper_015__aug_v2_08.jpg,train,paper,augmentation,train/paper/paper_015__aug_v2_08.jpg,train/paper/paper_015.jpg
train/paper/paper_015__aug_v2_09.jpg,train,paper,augmentation,train/paper/paper_015__aug_v2_09.jpg,train/paper/paper_015.jpg
train/paper/paper_016.jpg,train,paper,original,train/paper/paper_016.jpg,train/paper/paper_016.jpg
train/paper/paper_016__aug_v2_01.jpg,train,paper,augmentation,train/paper/paper_016__aug_v2_01.jpg,train/paper/paper_016.jpg
train/paper/paper_016__aug_v2_02.jpg,train,paper,augmentation,train/paper/paper_016__aug_v2_02.jpg,train/paper/paper_016.jpg
train/paper/paper_016__aug_v2_03.jpg,train,paper,augmentation,train/paper/paper_016__aug_v2_03.jpg,train/paper/paper_016.jpg
train/paper/paper_016__aug_v2_04.jpg,train,paper,augmentation,train/paper/paper_016__aug_v2_04.jpg,train/paper/paper_016.jpg
train/paper/paper_016__aug_v2_05.jpg,train,paper,augmentation,train/paper/paper_016__aug_v2_05.jpg,train/paper/paper_016.jpg
train/paper/paper_016__aug_v2_06.jpg,train,paper,augmentation,train/paper/paper_016__aug_v2_06.jpg,train/paper/paper_016.jpg
train/paper/paper_016__aug_v2_07.jpg,train,paper,augmentation,train/paper/paper_016__aug_v2_07.jpg,train/paper/paper_016.jpg
train/paper/paper_016__aug_v2_08.jpg,train,paper,augmentation,train/paper/paper_016__aug_v2_08.jpg,train/paper/paper_016.jpg
train/paper/paper_016__aug_v2_09.jpg,train,paper,augmentation,train/paper/paper_016__aug_v2_09.jpg,train/paper/paper_016.jpg
train/paper/paper_017.jpg,train,paper,original,train/paper/paper_017.jpg,train/paper/paper_017.jpg
train/paper/paper_017__aug_v2_01.jpg,train,paper,augmentation,train/paper/paper_017__aug_v2_01.jpg,train/paper/paper_017.jpg
train/paper/paper_017__aug_v2_02.jpg,train,paper,augmentation,train/paper/paper_017__aug_v2_02.jpg,train/paper/paper_017.jpg
train/paper/paper_017__aug_v2_03.jpg,train,paper,augmentation,train/paper/paper_017__aug_v2_03.jpg,train/paper/paper_017.jpg
train/paper/paper_017__aug_v2_04.jpg,train,paper,augmentation,train/paper/paper_017__aug_v2_04.jpg,train/paper/paper_017.jpg
train/paper/paper_017__aug_v2_05.jpg,train,paper,augmentation,train/paper/paper_017__aug_v2_05.jpg,train/paper/paper_017.jpg
train/paper/paper_017__aug_v2_06.jpg,train,paper,augmentation,train/paper/paper_017__aug_v2_06.jpg,train/paper/paper_017.jpg
train/paper/paper_017__aug_v2_07.jpg,train,paper,augmentation,train/paper/paper_017__aug_v2_07.jpg,train/paper/paper_017.jpg
train/paper/paper_017__aug_v2_08.jpg,train,paper,augmentation,train/paper/paper_017__aug_v2_08.jpg,train/paper/paper_017.jpg
train/paper/paper_017__aug_v2_09.jpg,train,paper,augmentation,train/paper/paper_017__aug_v2_09.jpg,train/paper/paper_017.jpg
train/paper/paper_021.jpg,train,paper,original,train/paper/paper_021.jpg,train/paper/paper_021.jpg
train/paper/paper_021__aug_v2_01.jpg,train,paper,augmentation,train/paper/paper_021__aug_v2_01.jpg,train/paper/paper_021.jpg
train/paper/paper_021__aug_v2_02.jpg,train,paper,augmentation,train/paper/paper_021__aug_v2_02.jpg,train/paper/paper_021.jpg
train/paper/paper_021__aug_v2_03.jpg,train,paper,augmentation,train/paper/paper_021__aug_v2_03.jpg,train/paper/paper_021.jpg
train/paper/paper_021__aug_v2_04.jpg,train,paper,augmentation,train/paper/paper_021__aug_v2_04.jpg,train/paper/paper_021.jpg
train/paper/paper_021__aug_v2_05.jpg,train,paper,augmentation,train/paper/paper_021__aug_v2_05.jpg,train/paper/paper_021.jpg
train/paper/paper_021__aug_v2_06.jpg,train,paper,augmentation,train/paper/paper_021__aug_v2_06.jpg,train/paper/paper_021.jpg
train/paper/paper_021__aug_v2_07.jpg,train,paper,augmentation,train/paper/paper_021__aug_v2_07.jpg,train/paper/paper_021.jpg
train/paper/paper_021__aug_v2_08.jpg,train,paper,augmentation,train/paper/paper_021__aug_v2_08.jpg,train/paper/paper_021.jpg
train/paper/paper_021__aug_v2_09.jpg,train,paper,augmentation,train/paper/paper_021__aug_v2_09.jpg,train/paper/paper_021.jpg
train/paper/paper_022.jpg,train,paper,original,train/paper/paper_022.jpg,train/paper/paper_022.jpg
train/paper/paper_022__aug_v2_01.jpg,train,paper,augmentation,train/paper/paper_022__aug_v2_01.jpg,train/paper/paper_022.jpg
train/paper/paper_022__aug_v2_02.jpg,train,paper,augmentation,train/paper/paper_022__aug_v2_02.jpg,train/paper/paper_022.jpg
train/paper/paper_022__aug_v2_03.jpg,train,paper,augmentation,train/paper/paper_022__aug_v2_03.jpg,train/paper/paper_022.jpg
train/paper/paper_022__aug_v2_04.jpg,train,paper,augmentation,train/paper/paper_022__aug_v2_04.jpg,train/paper/paper_022.jpg
train/paper/paper_022__aug_v2_05.jpg,train,paper,augmentation,train/paper/paper_022__aug_v2_05.jpg,train/paper/paper_022.jpg
train/paper/paper_022__aug_v2_06.jpg,train,paper,augmentation,train/paper/paper_022__aug_v2_06.jpg,train/paper/paper_022.jpg
train/paper/paper_022__aug_v2_07.jpg,train,paper,augmentation,train/paper/paper_022__aug_v2_07.jpg,train/paper/paper_022.jpg
train/paper/paper_022__aug_v2_08.jpg,train,paper,augmentation,train/paper/paper_022__aug_v2_08.jpg,train/paper/paper_022.jpg
train/paper/paper_022__aug_v2_09.jpg,train,paper,augmentation,train/paper/paper_022__aug_v2_09.jpg,train/paper/paper_022.jpg
train/paper/paper_023.jpg,train,paper,original,train/paper/paper_023.jpg,train/paper/paper_023.jpg
train/paper/paper_023__aug_v2_01.jpg,train,paper,augmentation,train/paper/paper_023__aug_v2_01.jpg,train/paper/paper_023.jpg
train/paper/paper_023__aug_v2_02.jpg,train,paper,augmentation,train/paper/paper_023__aug_v2_02.jpg,train/paper/paper_023.jpg
train/paper/paper_023__aug_v2_03.jpg,train,paper,augmentation,train/paper/paper_023__aug_v2_03.jpg,train/paper/paper_023.jpg
train/paper/paper_023__aug_v2_04.jpg,train,paper,augmentation,train/paper/paper_023__aug_v2_04.jpg,train/paper/paper_023.jpg
train/paper/paper_023__aug_v2_05.jpg,train,paper,augmentation,train/paper/paper_023__aug_v2_05.jpg,train/paper/paper_023.jpg
train/paper/paper_023__aug_v2_06.jpg,train,paper,augmentation,train/paper/paper_023__aug_v2_06.jpg,train/paper/paper_023.jpg
train/paper/paper_023__aug_v2_07.jpg,train,paper,augmentation,train/paper/paper_023__aug_v2_07.jpg,train/paper/paper_023.jpg
train/paper/paper_023__aug_v2_08.jpg,train,paper,augmentation,train/paper/paper_023__aug_v2_08.jpg,train/paper/paper_023.jpg
train/paper/paper_023__aug_v2_09.jpg,train,paper,augmentation,train/paper/paper_023__aug_v2_09.jpg,train/paper/paper_023.jpg
train/paper/paper_024.jpg,train,paper,original,train/paper/paper_024.jpg,train/paper/paper_024.jpg
train/paper/paper_024__aug_v2_01.jpg,train,paper,augmentation,train/paper/paper_024__aug_v2_01.jpg,train/paper/paper_024.jpg
train/paper/paper_024__aug_v2_02.jpg,train,paper,augmentation,train/paper/paper_024__aug_v2_02.jpg,train/paper/paper_024.jpg
train/paper/paper_024__aug_v2_03.jpg,train,paper,augmentation,train/paper/paper_024__aug_v2_03.jpg,train/paper/paper_024.jpg
train/paper/paper_024__aug_v2_04.jpg,train,paper,augmentation,train/paper/paper_024__aug_v2_04.jpg,train/paper/paper_024.jpg
train/paper/paper_024__aug_v2_05.jpg,train,paper,augmentation,train/paper/paper_024__aug_v2_05.jpg,train/paper/paper_024.jpg
train/paper/paper_024__aug_v2_06.jpg,train,paper,augmentation,train/paper/paper_024__aug_v2_06.jpg,train/paper/paper_024.jpg
train/paper/paper_024__aug_v2_07.jpg,train,paper,augmentation,train/paper/paper_024__aug_v2_07.jpg,train/paper/paper_024.jpg
train/paper/paper_024__aug_v2_08.jpg,train,paper,augmentation,train/paper/paper_024__aug_v2_08.jpg,train/paper/paper_024.jpg
train/paper/paper_024__aug_v2_09.jpg,train,paper,augmentation,train/paper/paper_024__aug_v2_09.jpg,train/paper/paper_024.jpg
test/paper/paper_008.jpg,test,paper,original,train/paper/paper_008.jpg,train/paper/paper_008.jpg
test/paper/paper_013.jpg,test,paper,original,train/paper/paper_013.jpg,train/paper/paper_013.jpg
test/paper/paper_018.jpg,test,paper,original,train/paper/paper_018.jpg,train/paper/paper_018.jpg
test/paper/paper_019.jpg,test,paper,original,train/paper/paper_019.jpg,train/paper/paper_019.jpg
validation/paper/paper_001.jpg,validation,paper,original,validation/paper/paper_001.jpg,validation/paper/paper_001.jpg
validation/paper/paper_002.jpg,validation,paper,original,validation/paper/paper_002.jpg,validation/paper/paper_002.jpg
validation/paper/paper_003.jpg,validation,paper,original,validation/paper/paper_003.jpg,validation/paper/paper_003.jpg
validation/paper/paper_004.jpg,validation,paper,original,validation/paper/paper_004.jpg,validation/paper/paper_004.jpg
validation/paper/paper_005.jpg,validation,paper,original,validation/paper/paper_005.jpg,validation/paper/paper_005.jpg
validation/paper/paper_006.jpg,validation,paper,original,validation/paper/paper_006.jpg,validation/paper/paper_006.jpg
train/plastic/plastic_001.jpg,train,plastic,original,train/plastic/plastic_001.jpg,train/plastic/plastic_001.jpg
train/plastic/plastic_001__aug_v2_01.jpg,train,plastic,augmentation,train/plastic/plastic_001__aug_v2_01.jpg,train/plastic/plastic_001.jpg
train/plastic/plastic_001__aug_v2_02.jpg,train,plastic,augmentation,train/plastic/plastic_001__aug_v2_02.jpg,train/plastic/plastic_001.jpg
train/plastic/plastic_001__aug_v2_03.jpg,train,plastic,augmentation,train/plastic/plastic_001__aug_v2_03.jpg,train/plastic/plastic_001.jpg
train/plastic/plastic_001__aug_v2_04.jpg,train,plastic,augmentation,train/plastic/plastic_001__aug_v2_04.jpg,train/plastic/plastic_001.jpg
train/plastic/plastic_001__aug_v2_05.jpg,train,plastic,augmentation,train/plastic/plastic_001__aug_v2_05.jpg,train/plastic/plastic_001.jpg
train/plastic/plastic_001__aug_v2_06.jpg,train,plastic,augmentation,train/plastic/plastic_001__aug_v2_06.jpg,train/plastic/plastic_001.jpg
train/plastic/plastic_001__aug_v2_07.jpg,train,plastic,augmentation,train/plastic/plastic_001__aug_v2_07.jpg,train/plastic/plastic_001.jpg
train/plastic/plastic_001__aug_v2_08.jpg,train,plastic,augmentation,train/plastic/plastic_001__aug_v2_08.jpg,train/plastic/plastic_001.jpg
train/plastic/plastic_001__aug_v2_09.jpg,train,plastic,augmentation,train/plastic/plastic_001__aug_v2_09.jpg,train/plastic/plastic_001.jpg
train/plastic/plastic_002.jpg,train,plastic,original,train/plastic/plastic_002.jpg,train/plastic/plastic_002.jpg
train/plastic/plastic_002__aug_v2_01.jpg,train,plastic,augmentation,train/plastic/plastic_002__aug_v2_01.jpg,train/plastic/plastic_002.jpg
train/plastic/plastic_002__aug_v2_02.jpg,train,plastic,augmentation,train/plastic/plastic_002__aug_v2_02.jpg,train/plastic/plastic_002.jpg
train/plastic/plastic_002__aug_v2_03.jpg,train,plastic,augmentation,train/plastic/plastic_002__aug_v2_03.jpg,train/plastic/plastic_002.jpg
train/plastic/plastic_002__aug_v2_04.jpg,train,plastic,augmentation,train/plastic/plastic_002__aug_v2_04.jpg,train/plastic/plastic_002.jpg
train/plastic/plastic_002__aug_v2_05.jpg,train,plastic,augmentation,train/plastic/plastic_002__aug_v2_05.jpg,train/plastic/plastic_002.jpg
train/plastic/plastic_002__aug_v2_06.jpg,train,plastic,augmentation,train/plastic/plastic_002__aug_v2_06.jpg,train/plastic/plastic_002.jpg
train/plastic/plastic_002__aug_v2_07.jpg,train,plastic,augmentation,train/plastic/plastic_002__aug_v2_07.jpg,train/plastic/plastic_002.jpg
train/plastic/plastic_002__aug_v2_08.jpg,train,plastic,augmentation,train/plastic/plastic_002__aug_v2_08.jpg,train/plastic/plastic_002.jpg
train/plastic/plastic_002__aug_v2_09.jpg,train,plastic,augmentation,train/plastic/plastic_002__aug_v2_09.jpg,train/plastic/plastic_002.jpg
train/plastic/plastic_003.jpg,train,plastic,original,train/plastic/plastic_003.jpg,train/plastic/plastic_003.jpg
train/plastic/plastic_003__aug_v2_01.jpg,train,plastic,augmentation,train/plastic/plastic_003__aug_v2_01.jpg,train/plastic/plastic_003.jpg
train/plastic/plastic_003__aug_v2_02.jpg,train,plastic,augmentation,train/plastic/plastic_003__aug_v2_02.jpg,train/plastic/plastic_003.jpg
train/plastic/plastic_003__aug_v2_03.jpg,train,plastic,augmentation,train/plastic/plastic_003__aug_v2_03.jpg,train/plastic/plastic_003.jpg
train/plastic/plastic_003__aug_v2_04.jpg,train,plastic,augmentation,train/plastic/plastic_003__aug_v2_04.jpg,train/plastic/plastic_003.jpg
train/plastic/plastic_003__aug_v2_05.jpg,train,plastic,augmentation,train/plastic/plastic_003__aug_v2_05.jpg,train/plastic/plastic_003.jpg
train/plastic/plastic_003__aug_v2_06.jpg,train,plastic,augmentation,train/plastic/plastic_003__aug_v2_06.jpg,train/plastic/plastic_003.jpg
train/plastic/plastic_003__aug_v2_07.jpg,train,plastic,augmentation,train/plastic/plastic_003__aug_v2_07.jpg,train/plastic/plastic_003.jpg
train/plastic/plastic_003__aug_v2_08.jpg,train,plastic,augmentation,train/plastic/plastic_003__aug_v2_08.jpg,train/plastic/plastic_003.jpg
train/plastic/plastic_003__aug_v2_09.jpg,train,plastic,augmentation,train/plastic/plastic_003__aug_v2_09.jpg,train/plastic/plastic_003.jpg
train/plastic/plastic_004.jpg,train,plastic,original,train/plastic/plastic_004.jpg,train/plastic/plastic_004.jpg
train/plastic/plastic_004__aug_v2_01.jpg,train,plastic,augmentation,train/plastic/plastic_004__aug_v2_01.jpg,train/plastic/plastic_004.jpg
train/plastic/plastic_004__aug_v2_02.jpg,train,plastic,augmentation,train/plastic/plastic_004__aug_v2_02.jpg,train/plastic/plastic_004.jpg
train/plastic/plastic_004__aug_v2_03.jpg,train,plastic,augmentation,train/plastic/plastic_004__aug_v2_03.jpg,train/plastic/plastic_004.jpg
train/plastic/plastic_004__aug_v2_04.jpg,train,plastic,augmentation,train/plastic/plastic_004__aug_v2_04.jpg,train/plastic/plastic_004.jpg
train/plastic/plastic_004__aug_v2_05.jpg,train,plastic,augmentation,train/plastic/plastic_004__aug_v2_05.jpg,train/plastic/plastic_004.jpg
train/plastic/plastic_004__aug_v2_06.jpg,train,plastic,augmentation,train/plastic/plastic_004__aug_v2_06.jpg,train/plastic/plastic_004.jpg
train/plastic/plastic_004__aug_v2_07.jpg,train,plastic,augmentation,train/plastic/plastic_004__aug_v2_07.jpg,train/plastic/plastic_004.jpg
train/plastic/plastic_004__aug_v2_08.jpg,train,plastic,augmentation,train/plastic/plastic_004__aug_v2_08.jpg,train/plastic/plastic_004.jpg
train/plastic/plastic_004__aug_v2_09.jpg,train,plastic,augmentation,train/plastic/plastic_004__aug_v2_09.jpg,train/plastic/plastic_004.jpg
train/plastic/plastic_005.jpg,train,plastic,original,train/plastic/plastic_005.jpg,train/plastic/plastic_005.jpg
train/plastic/plastic_005__aug_v2_01.jpg,train,plastic,augmentation,train/plastic/plastic_005__aug_v2_01.jpg,train/plastic/plastic_005.jpg
train/plastic/plastic_005__aug_v2_02.jpg,train,plastic,augmentation,train/plastic/plastic_005__aug_v2_02.jpg,train/plastic/plastic_005.jpg
train/plastic/plastic_005__aug_v2_03.jpg,train,plastic,augmentation,train/plastic/plastic_005__aug_v2_03.jpg,train/plastic/plastic_005.jpg
train/plastic/plastic_005__aug_v2_04.jpg,train,plastic,augmentation,train/plastic/plastic_005__aug_v2_04.jpg,train/plastic/plastic_005.jpg
train/plastic/plastic_005__aug_v2_05.jpg,train,plastic,augmentation,train/plastic/plastic_005__aug_v2_05.jpg,train/plastic/plastic_005.jpg
train/plastic/plastic_005__aug_v2_06.jpg,train,plastic,augmentation,train/plastic/plastic_005__aug_v2_06.jpg,train/plastic/plastic_005.jpg
