relative_path,split,label,label_id,source,source_relative_path,source_sha256,output_sha256,width,height,captured_at_utc,capture_session,burst_id
train/paper/esp32-cam-2026-08-01T09-21-41-368Z.jpg,train,paper,0,v7_esp32_raw,paper/esp32-cam-2026-08-01T09-21-41-368Z.jpg,446722779f0bc6c1115a64463de4aa6d801e55f835580e1145fe0f97c47924ab,446722779f0bc6c1115a64463de4aa6d801e55f835580e1145fe0f97c47924ab,320,240,2026-08-01T09:21:41.368000Z,2026-08-01,paper-20260801-b006
train/paper/esp32-cam-2026-08-01T09-21-42-352Z.jpg,train,paper,0,v7_esp32_raw,paper/esp32-cam-2026-08-01T09-21-42-352Z.jpg,d0ff8219f51d2c3083ecc3c3178e0b67d99bb4685e4840bff24ae6f80012fa85,d0ff8219f51d2c3083ecc3c3178e0b67d99bb4685e4840bff24ae6f80012fa85,320,240,2026-08-01T09:21:42.352000Z,2026-08-01,paper-20260801-b006
train/paper/esp32-cam-2026-08-01T09-21-43-340Z.jpg,train,paper,0,v7_esp32_raw,paper/esp32-cam-2026-08-01T09-21-43-340Z.jpg,ef4b7d82d7fcb300da283878cf70cf33f02d64a422c8462b36c406a0f64306e1,ef4b7d82d7fcb300da283878cf70cf33f02d64a422c8462b36c406a0f64306e1,320,240,2026-08-01T09:21:43.340000Z,2026-08-01,paper-20260801-b006
validation/paper/esp32-cam-2026-08-01T09-21-48-763Z.jpg,validation,paper,0,v7_esp32_raw,paper/esp32-cam-2026-08-01T09-21-48-763Z.jpg,e216ea5f9f1b6c9b4c26059e2c1c0203cf0082c5cf8ed5e7201f4f90ffb57581,e216ea5f9f1b6c9b4c26059e2c1c0203cf0082c5cf8ed5e7201f4f90ffb57581,320,240,2026-08-01T09:21:48.763000Z,2026-08-01,paper-20260801-b007
validation/paper/esp32-cam-2026-08-01T09-21-49-767Z.jpg,validation,paper,0,v7_esp32_raw,paper/esp32-cam-2026-08-01T09-21-49-767Z.jpg,2aa19a5e8c65ad86c24c21aa902c3ac7d9e8280a9f0d1618194e0d9d480b5a98,2aa19a5e8c65ad86c24c21aa902c3ac7d9e8280a9f0d1618194e0d9d480b5a98,320,240,2026-08-01T09:21:49.767000Z,2026-08-01,paper-20260801-b007
validation/paper/esp32-cam-2026-08-01T09-21-50-789Z.jpg,validation,paper,0,v7_esp32_raw,paper/esp32-cam-2026-08-01T09-21-50-789Z.jpg,9f8ce46b89f6c1d2d8f773f804495b1071d027e3210369433b94e0b5f12f493c,9f8ce46b89f6c1d2d8f773f804495b1071d027e3210369433b94e0b5f12f493c,320,240,2026-08-01T09:21:50.789000Z,2026-08-01,paper-20260801-b007
validation/paper/esp32-cam-2026-08-01T09-21-51-510Z.jpg,validation,paper,0,v7_esp32_raw,paper/esp32-cam-2026-08-01T09-21-51-510Z.jpg,2e562fed16b27556991f8b76769b17a2491442a6eaa8b5fd41e6dd58500fbf00,2e562fed16b27556991f8b76769b17a2491442a6eaa8b5fd41e6dd58500fbf00,320,240,2026-08-01T09:21:51.510000Z,2026-08-01,paper-20260801-b007
test/paper/esp32-cam-2026-08-01T09-22-42-501Z.jpg,test,paper,0,v7_esp32_raw,paper/esp32-cam-2026-08-01T09-22-42-501Z.jpg,dd2c2b60131041cdeb032d266e88b48e2ad92758895fe3e59a8663e53cb12e69,dd2c2b60131041cdeb032d266e88b48e2ad92758895fe3e59a8663e53cb12e69,320,240,2026-08-01T09:22:42.501000Z,2026-08-01,paper-20260801-b008
test/paper/esp32-cam-2026-08-01T09-22-43-217Z.jpg,test,paper,0,v7_esp32_raw,paper/esp32-cam-2026-08-01T09-22-43-217Z.jpg,c5de49090842e9cb90a45eb19d869b05783a95fe8c0ddffb8dfb757572f621eb,c5de49090842e9cb90a45eb19d869b05783a95fe8c0ddffb8dfb757572f621eb,320,240,2026-08-01T09:22:43.217000Z,2026-08-01,paper-20260801-b008
test/paper/esp32-cam-2026-08-01T09-22-44-117Z.jpg,test,paper,0,v7_esp32_raw,paper/esp32-cam-2026-08-01T09-22-44-117Z.jpg,36ba47d2ceb242aee2a26fb36aa7012928e6188823ae225e8277aab81ffb94dc,36ba47d2ceb242aee2a26fb36aa7012928e6188823ae225e8277aab81ffb94dc,320,240,2026-08-01T09:22:44.117000Z,2026-08-01,paper-20260801-b008
train/plastic/esp32-cam-2026-08-01T09-18-00-256Z.jpg,train,plastic,1,v7_esp32_raw,plastic/esp32-cam-2026-08-01T09-18-00-256Z.jpg,215049dd4039f3d51c2287b62703fbaa9bb5c6a6ad9ab241c099d6707344539a,215049dd4039f3d51c2287b62703fbaa9bb5c6a6ad9ab241c099d6707344539a,320,240,2026-08-01T09:18:00.256000Z,2026-08-01,plastic-20260801-b001
train/plastic/esp32-cam-2026-08-01T09-18-01-210Z.jpg,train,plastic,1,v7_esp32_raw,plastic/esp32-cam-2026-08-01T09-18-01-210Z.jpg,3e9b350fc437ea46d21c5184f20dcf603b9b29094d8aafa726685eb7127c22fe,3e9b350fc437ea46d21c5184f20dcf603b9b29094d8aafa726685eb7127c22fe,320,240,2026-08-01T09:18:01.210000Z,2026-08-01,plastic-20260801-b001
train/plastic/esp32-cam-2026-08-01T09-18-02-172Z.jpg,train,plastic,1,v7_esp32_raw,plastic/esp32-cam-2026-08-01T09-18-02-172Z.jpg,8ea737c2a40f42293952916cb0ffda1b34024635f4959198b9e8eb3b290a5cc1,8ea737c2a40f42293952916cb0ffda1b34024635f4959198b9e8eb3b290a5cc1,320,240,2026-08-01T09:18:02.172000Z,2026-08-01,plastic-20260801-b001
train/plastic/esp32-cam-2026-08-01T09-18-08-932Z.jpg,train,plastic,1,v7_esp32_raw,plastic/esp32-cam-2026-08-01T09-18-08-932Z.jpg,a87bb1d203c151f7a3d4c6d5013bf6c35a613b8396fd1e5fd431ac48a3d6ffda,a87bb1d203c151f7a3d4c6d5013bf6c35a613b8396fd1e5fd431ac48a3d6ffda,320,240,2026-08-01T09:18:08.932000Z,2026-08-01,plastic-20260801-b002
train/plastic/esp32-cam-2026-08-01T09-18-09-510Z.jpg,train,plastic,1,v7_esp32_raw,plastic/esp32-cam-2026-08-01T09-18-09-510Z.jpg,6f9a2d0330dae18b8551c90f6b06511d464882e833fc7c8e246a2c023b937367,6f9a2d0330dae18b8551c90f6b06511d464882e833fc7c8e246a2c023b937367,320,240,2026-08-01T09:18:09.510000Z,2026-08-01,plastic-20260801-b002
train/plastic/esp32-cam-2026-08-01T09-18-10-482Z.jpg,train,plastic,1,v7_esp32_raw,plastic/esp32-cam-2026-08-01T09-18-10-482Z.jpg,025e470edf30838885d7b6500ad033fc081b2b8767b29767e69f80a20dcae62f,025e470edf30838885d7b6500ad033fc081b2b8767b29767e69f80a20dcae62f,320,240,2026-08-01T09:18:10.482000Z,2026-08-01,plastic-20260801-b002
train/plastic/esp32-cam-2026-08-01T09-18-11-451Z.jpg,train,plastic,1,v7_esp32_raw,plastic/esp32-cam-2026-08-01T09-18-11-451Z.jpg,404577ffa6305119ba98fbeb544d2052096e9ee3bf07fdef40ab0c9b7546f279,404577ffa6305119ba98fbeb544d2052096e9ee3bf07fdef40ab0c9b7546f279,320,240,2026-08-01T09:18:11.451000Z,2026-08-01,plastic-20260801-b002
train/plastic/esp32-cam-2026-08-01T09-18-18-049Z.jpg,train,plastic,1,v7_esp32_raw,plastic/esp32-cam-2026-08-01T09-18-18-049Z.jpg,5fac342e784dea746a71faeb63bd5402bf597b951f03ebec4076ccd7ce409c37,5fac342e784dea746a71faeb63bd5402bf597b951f03ebec4076ccd7ce409c37,320,240,2026-08-01T09:18:18.049000Z,2026-08-01,plastic-20260801-b003
train/plastic/esp32-cam-2026-08-01T09-18-19-008Z.jpg,train,plastic,1,v7_esp32_raw,plastic/esp32-cam-2026-08-01T09-18-19-008Z.jpg,c0d15ac4240aed0c9941ed8374078a034f64fb36f8a7d07304931792c2e47d8f,c0d15ac4240aed0c9941ed8374078a034f64fb36f8a7d07304931792c2e47d8f,320,240,2026-08-01T09:18:19.008000Z,2026-08-01,plastic-20260801-b003
train/plastic/esp32-cam-2026-08-01T09-18-19-765Z.jpg,train,plastic,1,v7_esp32_raw,plastic/esp32-cam-2026-08-01T09-18-19-765Z.jpg,97aaa692db4c1caf2e5943498b2aeb6104cf80892e7486a312b7532b4ab38ca4,97aaa692db4c1caf2e5943498b2aeb6104cf80892e7486a312b7532b4ab38ca4,320,240,2026-08-01T09:18:19.765000Z,2026-08-01,plastic-20260801-b003
train/plastic/esp32-cam-2026-08-01T09-18-25-982Z.jpg,train,plastic,1,v7_esp32_raw,plastic/esp32-cam-2026-08-01T09-18-25-982Z.jpg,8594f0a569012c1145e8be6746dcf881b30d6b2d1177b347eaff78250ee9aa1b,8594f0a569012c1145e8be6746dcf881b30d6b2d1177b347eaff78250ee9aa1b,320,240,2026-08-01T09:18:25.982000Z,2026-08-01,plastic-20260801-b004
train/plastic/esp32-cam-2026-08-01T09-18-27-447Z.jpg,train,plastic,1,v7_esp32_raw,plastic/esp32-cam-2026-08-01T09-18-27-447Z.jpg,6ae5cbf8379c7d83dd52d4bd35d9a9be902b32c53e21789c35b35f083195daec,6ae5cbf8379c7d83dd52d4bd35d9a9be902b32c53e21789c35b35f083195daec,320,240,2026-08-01T09:18:27.447000Z,2026-08-01,plastic-20260801-b004
train/plastic/esp32-cam-2026-08-01T09-18-28-587Z.jpg,train,plastic,1,v7_esp32_raw,plastic/esp32-cam-2026-08-01T09-18-28-587Z.jpg,85b558fad6619eb8923b403b6ee2dc49c34a0e8eabf71bc87dff32e8395e16e2,85b558fad6619eb8923b403b6ee2dc49c34a0e8eabf71bc87dff32e8395e16e2,320,240,2026-08-01T09:18:28.587000Z,2026-08-01,plastic-20260801-b004
train/plastic/esp32-cam-2026-08-01T09-18-34-428Z.jpg,train,plastic,1,v7_esp32_raw,plastic/esp32-cam-2026-08-01T09-18-34-428Z.jpg,7dc14e69fba746693cfc394ad6d7325779fcc804c8125671c2563d793fbdefa7,7dc14e69fba746693cfc394ad6d7325779fcc804c8125671c2563d793fbdefa7,320,240,2026-08-01T09:18:34.428000Z,2026-08-01,plastic-20260801-b005
train/plastic/esp32-cam-2026-08-01T09-18-35-112Z.jpg,train,plastic,1,v7_esp32_raw,plastic/esp32-cam-2026-08-01T09-18-35-112Z.jpg,d9ff8d5109570dd027fc74df30f9c48e9965548422edcdeefa70ea4c11da710a,d9ff8d5109570dd027fc74df30f9c48e9965548422edcdeefa70ea4c11da710a,320,240,2026-08-01T09:18:35.112000Z,2026-08-01,plastic-20260801-b005
train/plastic/esp32-cam-2026-08-01T09-18-35-939Z.jpg,train,plastic,1,v7_esp32_raw,plastic/esp32-cam-2026-08-01T09-18-35-939Z.jpg,1aec29c38cb975995c65a8ea9c22fe3eb52a2d8dc6d9ea0645d337e53421cb7c,1aec29c38cb975995c65a8ea9c22fe3eb52a2d8dc6d9ea0645d337e53421cb7c,320,240,2026-08-01T09:18:35.939000Z,2026-08-01,plastic-20260801-b005
train/plastic/esp32-cam-2026-08-01T09-18-48-725Z.jpg,train,plastic,1,v7_esp32_raw,plastic/esp32-cam-2026-08-01T09-18-48-725Z.jpg,641a65585b37573c3bc270a114218d6d64e4b562312b5272f7ddca7d04c13120,641a65585b37573c3bc270a114218d6d64e4b562312b5272f7ddca7d04c13120,320,240,2026-08-01T09:18:48.725000Z,2026-08-01,plastic-20260801-b006
train/plastic/esp32-cam-2026-08-01T09-18-49-442Z.jpg,train,plastic,1,v7_esp32_raw,plastic/esp32-cam-2026-08-01T09-18-49-442Z.jpg,fabd8bd57235f376a56954d22b61445c7a15d611c38421f69cc164eb4502fbfc,fabd8bd57235f376a56954d22b61445c7a15d611c38421f69cc164eb4502fbfc,320,240,2026-08-01T09:18:49.442000Z,2026-08-01,plastic-20260801-b006
train/plastic/esp32-cam-2026-08-01T09-18-50-193Z.jpg,train,plastic,1,v7_esp32_raw,plastic/esp32-cam-2026-08-01T09-18-50-193Z.jpg,545d34fdb8e5991ac6a7c80c265f483c099edac4439148b5adb4e35dca3ca738,545d34fdb8e5991ac6a7c80c265f483c099edac4439148b5adb4e35dca3ca738,320,240,2026-08-01T09:18:50.193000Z,2026-08-01,plastic-20260801-b006
train/plastic/esp32-cam-2026-08-01T09-18-51-779Z.jpg,train,plastic,1,v7_esp32_raw,plastic/esp32-cam-2026-08-01T09-18-51-779Z.jpg,050e2420378665514c040a7c99a9ec4519d50ed340256e4977ca4181b1c18aee,050e2420378665514c040a7c99a9ec4519d50ed340256e4977ca4181b1c18aee,320,240,2026-08-01T09:18:51.779000Z,2026-08-01,plastic-20260801-b006
train/plastic/esp32-cam-2026-08-01T09-19-16-734Z.jpg,train,plastic,1,v7_esp32_raw,plastic/esp32-cam-2026-08-01T09-19-16-734Z.jpg,a5aa802f7a1a2bb2b7410dec0951dec2a2b4bc8c0ebe6bc614be900530cdb244,a5aa802f7a1a2bb2b7410dec0951dec2a2b4bc8c0ebe6bc614be900530cdb244,320,240,2026-08-01T09:19:16.734000Z,2026-08-01,plastic-20260801-b007
validation/plastic/esp32-cam-2026-08-01T09-19-22-225Z.jpg,validation,plastic,1,v7_esp32_raw,plastic/esp32-cam-2026-08-01T09-19-22-225Z.jpg,1b12f665337b7a9dbca807c4f3a4b1d809998d5fbdf0b28ab4a83eb103509edc,1b12f665337b7a9dbca807c4f3a4b1d809998d5fbdf0b28ab4a83eb103509edc,320,240,2026-08-01T09:19:22.225000Z,2026-08-01,plastic-20260801-b008
validation/plastic/esp32-cam-2026-08-01T09-19-29-965Z.jpg,validation,plastic,1,v7_esp32_raw,plastic/esp32-cam-2026-08-01T09-19-29-965Z.jpg,b13335b38e02236cecf1fda34c03a844ea762a9967735872d4917e901d3da57a,b13335b38e02236cecf1fda34c03a844ea762a9967735872d4917e901d3da57a,320,240,2026-08-01T09:19:29.965000Z,2026-08-01,plastic-20260801-b009
validation/plastic/esp32-cam-2026-08-01T09-19-34-536Z.jpg,validation,plastic,1,v7_esp32_raw,plastic/esp32-cam-2026-08-01T09-19-34-536Z.jpg,53dabaf6fc692abb57a989d3f013d2764ce68149e932e6a5ac02ac2c0c91c7d1,53dabaf6fc692abb57a989d3f013d2764ce68149e932e6a5ac02ac2c0c91c7d1,320,240,2026-08-01T09:19:34.536000Z,2026-08-01,plastic-20260801-b010
validation/plastic/esp32-cam-2026-08-01T09-19-43-238Z.jpg,validation,plastic,1,v7_esp32_raw,plastic/esp32-cam-2026-08-01T09-19-43-238Z.jpg,688e0dc5f54f5c57868c7afac2a5af4996f0ee4871449557f1cfe354be1b9e07,688e0dc5f54f5c57868c7afac2a5af4996f0ee4871449557f1cfe354be1b9e07,320,240,2026-08-01T09:19:43.238000Z,2026-08-01,plastic-20260801-b011
test/plastic/esp32-cam-2026-08-01T09-19-49-152Z.jpg,test,plastic,1,v7_esp32_raw,plastic/esp32-cam-2026-08-01T09-19-49-152Z.jpg,1374e0d17851ff4d9858cf600119f6dedbf509e4cf3dfa782b9bcdd7e0e39861,1374e0d17851ff4d9858cf600119f6dedbf509e4cf3dfa782b9bcdd7e0e39861,320,240,2026-08-01T09:19:49.152000Z,2026-08-01,plastic-20260801-b012
test/plastic/esp32-cam-2026-08-01T09-20-01-299Z.jpg,test,plastic,1,v7_esp32_raw,plastic/esp32-cam-2026-08-01T09-20-01-299Z.jpg,758463845ed7acd2e5af0d24fecf772b4281735a136a75f74e6cb170789a2f64,758463845ed7acd2e5af0d24fecf772b4281735a136a75f74e6cb170789a2f64,320,240,2026-08-01T09:20:01.299000Z,2026-08-01,plastic-20260801-b013
test/plastic/esp32-cam-2026-08-01T09-20-08-360Z.jpg,test,plastic,1,v7_esp32_raw,plastic/esp32-cam-2026-08-01T09-20-08-360Z.jpg,80d175a87d8270c78b5f81da43b0b90a19ae0ec73ad95164e655db74499a28ff,80d175a87d8270c78b5f81da43b0b90a19ae0ec73ad95164e655db74499a28ff,320,240,2026-08-01T09:20:08.360000Z,2026-08-01,plastic-20260801-b014
test/plastic/esp32-cam-2026-08-01T09-20-14-018Z.jpg,test,plastic,1,v7_esp32_raw,plastic/esp32-cam-2026-08-01T09-20-14-018Z.jpg,3a2d8d20c361a90cd08621841fafed1c939d6cb04e228510106bd58d14b0b37a,3a2d8d20c361a90cd08621841fafed1c939d6cb04e228510106bd58d14b0b37a,320,240,2026-08-01T09:20:14.018000Z,2026-08-01,plastic-20260801-b015
test/plastic/esp32-cam-2026-08-01T09-20-15-163Z.jpg,test,plastic,1,v7_esp32_raw,plastic/esp32-cam-2026-08-01T09-20-15-163Z.jpg,86d21e2ace2835dfd1fec14ed8617067011635c9e196e4e7fc069a5dc9a95739,86d21e2ace2835dfd1fec14ed8617067011635c9e196e4e7fc069a5dc9a95739,320,240,2026-08-01T09:20:15.163000Z,2026-08-01,plastic-20260801-b015
train/organic/esp32-cam-2026-08-01T09-23-33-165Z.jpg,train,organic,2,v7_esp32_raw,organic/esp32-cam-2026-08-01T09-23-33-165Z.jpg,9ad65c7f13407fdf2faacc3417982bdbe3bd14fb4b5dfbec2793191012bf5b37,9ad65c7f13407fdf2faacc3417982bdbe3bd14fb4b5dfbec2793191012bf5b37,320,240,2026-08-01T09:23:33.165000Z,2026-08-01,organic-20260801-b001
train/organic/esp32-cam-2026-08-01T09-23-38-834Z.jpg,train,organic,2,v7_esp32_raw,organic/esp32-cam-2026-08-01T09-23-38-834Z.jpg,2c4710685071bfd37c45e3873ab498f786ab260e474fdde223692bdfb79ad90b,2c4710685071bfd37c45e3873ab498f786ab260e474fdde223692bdfb79ad90b,320,240,2026-08-01T09:23:38.834000Z,2026-08-01,organic-20260801-b002
train/organic/esp32-cam-2026-08-01T09-23-46-307Z.jpg,train,organic,2,v7_esp32_raw,organic/esp32-cam-2026-08-01T09-23-46-307Z.jpg,c4607765413007a73bcdda8f987dee15b4112defc6e3b855c94d3ed1b4045f47,c4607765413007a73bcdda8f987dee15b4112defc6e3b855c94d3ed1b4045f47,320,240,2026-08-01T09:23:46.307000Z,2026-08-01,organic-20260801-b003
train/organic/esp32-cam-2026-08-01T09-23-52-181Z.jpg,train,organic,2,v7_esp32_raw,organic/esp32-cam-2026-08-01T09-23-52-181Z.jpg,8816d16878d509d964430de9aa264485038184a1749566c34d906f86defa5885,8816d16878d509d964430de9aa264485038184a1749566c34d906f86defa5885,320,240,2026-08-01T09:23:52.181000Z,2026-08-01,organic-20260801-b004
train/organic/esp32-cam-2026-08-01T09-23-59-242Z.jpg,train,organic,2,v7_esp32_raw,organic/esp32-cam-2026-08-01T09-23-59-242Z.jpg,1293f206ed51132bf3c40c4330d73768121a17ddfbfbfffb894ecd2ece170a1c,1293f206ed51132bf3c40c4330d73768121a17ddfbfbfffb894ecd2ece170a1c,320,240,2026-08-01T09:23:59.242000Z,2026-08-01,organic-20260801-b005
train/organic/esp32-cam-2026-08-01T09-24-01-064Z.jpg,train,organic,2,v7_esp32_raw,organic/esp32-cam-2026-08-01T09-24-01-064Z.jpg,5e8fd0644cc933ca38fe1e69a04a99895675de59e0f2e15f016b1d24ba3325a6,5e8fd0644cc933ca38fe1e69a04a99895675de59e0f2e15f016b1d24ba3325a6,320,240,2026-08-01T09:24:01.064000Z,2026-08-01,organic-20260801-b005
train/organic/esp32-cam-2026-08-01T09-24-07-057Z.jpg,train,organic,2,v7_esp32_raw,organic/esp32-cam-2026-08-01T09-24-07-057Z.jpg,db24142a4166f20643b2e4d57d4974a5ec25e0a71a6e9a2294a8bda86a2700c7,db24142a4166f20643b2e4d57d4974a5ec25e0a71a6e9a2294a8bda86a2700c7,320,240,2026-08-01T09:24:07.057000Z,2026-08-01,organic-20260801-b006
train/organic/esp32-cam-2026-08-01T09-24-14-272Z.jpg,train,organic,2,v7_esp32_raw,organic/esp32-cam-2026-08-01T09-24-14-272Z.jpg,d77c0abacfe7dfb381d5c048aefda92818ab6f4e4881f2db2a850297a8d3c8c5,d77c0abacfe7dfb381d5c048aefda92818ab6f4e4881f2db2a850297a8d3c8c5,320,240,2026-08-01T09:24:14.272000Z,2026-08-01,organic-20260801-b007
train/organic/esp32-cam-2026-08-01T09-24-19-364Z.jpg,train,organic,2,v7_esp32_raw,organic/esp32-cam-2026-08-01T09-24-19-364Z.jpg,033a4974d6876650dbe209df9b9d3deed9c6ddec7fbd6d02c28653b043c88aa4,033a4974d6876650dbe209df9b9d3deed9c6ddec7fbd6d02c28653b043c88aa4,320,240,2026-08-01T09:24:19.364000Z,2026-08-01,organic-20260801-b008
train/organic/esp32-cam-2026-08-01T09-24-26-277Z.jpg,train,organic,2,v7_esp32_raw,organic/esp32-cam-2026-08-01T09-24-26-277Z.jpg,756b98a3f905fcf2c810d6cdf760bc9e75b0abcb0680c1fa7df7fc6c25789e6a,756b98a3f905fcf2c810d6cdf760bc9e75b0abcb0680c1fa7df7fc6c25789e6a,320,240,2026-08-01T09:24:26.277000Z,2026-08-01,organic-20260801-b009
train/organic/esp32-cam-2026-08-01T09-25-06-442Z.jpg,train,organic,2,v7_esp32_raw,organic/esp32-cam-2026-08-01T09-25-06-442Z.jpg,5598e49e93d83789a6f8c692a656dacb0eeae122d73192b9c7b34ab68fd5285f,5598e49e93d83789a6f8c692a656dacb0eeae122d73192b9c7b34ab68fd5285f,320,240,2026-08-01T09:25:06.442000Z,2026-08-01,organic-20260801-b010
train/organic/esp32-cam-2026-08-01T09-25-07-397Z.jpg,train,organic,2,v7_esp32_raw,organic/esp32-cam-2026-08-01T09-25-07-397Z.jpg,4159b234cb58914ee19111729d08d79890bddfcc6858ac7cc9e2dcf7aaba0842,4159b234cb58914ee19111729d08d79890bddfcc6858ac7cc9e2dcf7aaba0842,320,240,2026-08-01T09:25:07.397000Z,2026-08-01,organic-20260801-b010
train/organic/esp32-cam-2026-08-01T09-25-15-394Z.jpg,train,organic,2,v7_esp32_raw,organic/esp32-cam-2026-08-01T09-25-15-394Z.jpg,e5cd048d54e5f06d288116a2a60e080192b3ca8dcf94d6d52ff1e794e1ab8d81,e5cd048d54e5f06d288116a2a60e080192b3ca8dcf94d6d52ff1e794e1ab8d81,320,240,2026-08-01T09:25:15.394000Z,2026-08-01,organic-20260801-b011
train/organic/esp32-cam-2026-08-01T09-25-16-967Z.jpg,train,organic,2,v7_esp32_raw,organic/esp32-cam-2026-08-01T09-25-16-967Z.jpg,85479a0721702894a11ed4e9855747fcec12d870648f0cdc3a7e1ac139de5976,85479a0721702894a11ed4e9855747fcec12d870648f0cdc3a7e1ac139de5976,320,240,2026-08-01T09:25:16.967000Z,2026-08-01,organic-20260801-b011
validation/organic/esp32-cam-2026-08-01T09-25-33-360Z.jpg,validation,organic,2,v7_esp32_raw,organic/esp32-cam-2026-08-01T09-25-33-360Z.jpg,7430afc9e0cbf62627f207a0a0371056436183139b2208f4023a71b7fba937c9,7430afc9e0cbf62627f207a0a0371056436183139b2208f4023a71b7fba937c9,320,240,2026-08-01T09:25:33.360000Z,2026-08-01,organic-20260801-b012
validation/organic/esp32-cam-2026-08-01T09-25-45-682Z.jpg,validation,organic,2,v7_esp32_raw,organic/esp32-cam-2026-08-01T09-25-45-682Z.jpg,c48e4a0b42284156bb05d8ad36ee354ae6c6b470069600de86f2def5e40772aa,c48e4a0b42284156bb05d8ad36ee354ae6c6b470069600de86f2def5e40772aa,320,240,2026-08-01T09:25:45.682000Z,2026-08-01,organic-20260801-b013
