source_relative_path,label,admitted,reason
paper/paper_003__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_003__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_003__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_003__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_005.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_005__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_005__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
paper/paper_005__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_005__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_005__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_005__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_005__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_005__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_005__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_006.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_006__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_006__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
paper/paper_006__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_006__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_006__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_006__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_006__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_006__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_006__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_007.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_007__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_007__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
paper/paper_007__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_007__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_007__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_007__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_007__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_007__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_007__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_008.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_008__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_008__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
paper/paper_008__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_008__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_008__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_008__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_008__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_008__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_008__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_009.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_009__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_009__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
paper/paper_009__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_009__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_009__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_009__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_009__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_009__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_009__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_010.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_010__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_010__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
paper/paper_010__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_010__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_010__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_010__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_010__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_010__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_010__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_011.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_011__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_011__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
paper/paper_011__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_011__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_011__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_011__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_011__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_011__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_011__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_012.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_012__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_012__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
paper/paper_012__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_012__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_012__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_012__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_012__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_012__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_012__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_015.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_015__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_015__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
paper/paper_015__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_015__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_015__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_015__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_015__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_015__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_015__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_017.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_017__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_017__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
paper/paper_017__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_017__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_017__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_017__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_017__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_017__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_017__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_018.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_018__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_018__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
paper/paper_018__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_018__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_018__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_018__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_018__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_018__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_018__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_019.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_019__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_019__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
paper/paper_019__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_019__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_019__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_019__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_019__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_019__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_019__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_021.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_021__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_021__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
paper/paper_021__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_021__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_021__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_021__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_021__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_021__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_021__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_023.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_023__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_023__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
paper/paper_023__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_023__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_023__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_023__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_023__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_023__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_023__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_024.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_024__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_024__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
paper/paper_024__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_024__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_024__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_024__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_024__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_024__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_024__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_027.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_027__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_027__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
paper/paper_027__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_027__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_027__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_027__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_027__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_027__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_027__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_028.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_028__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_028__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
paper/paper_028__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_028__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_028__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_028__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_028__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_028__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_028__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_030.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_030__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_030__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
paper/paper_030__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_030__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_030__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_030__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_030__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_030__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_030__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_031.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_031__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_031__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
paper/paper_031__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_031__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_031__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_031__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_031__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_031__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_031__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_032.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_032__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_032__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
paper/paper_032__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_032__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_032__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_032__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_032__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_032__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_032__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_033.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_033__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_033__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
paper/paper_033__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_033__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_033__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_033__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_033__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_033__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_033__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_034.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_034__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_034__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
paper/paper_034__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_034__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_034__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_034__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_034__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_034__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_034__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_035.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_035__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_035__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
paper/paper_035__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_035__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_035__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_035__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_035__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_035__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_035__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_037.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_037__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_037__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
paper/paper_037__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_037__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_037__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_037__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_037__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_037__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_037__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_038.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_038__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_038__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
paper/paper_038__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_038__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_038__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_038__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_038__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_038__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_038__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_039.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_039__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_039__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
paper/paper_039__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_039__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_039__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_039__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_039__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_039__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_039__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_040.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_040__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_040__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
paper/paper_040__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_040__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_040__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_040__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_040__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_040__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_040__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_042.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_042__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_042__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
paper/paper_042__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_042__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_042__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_042__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_042__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_042__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_042__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_043.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_043__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_043__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
paper/paper_043__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_043__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_043__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_043__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_043__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_043__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_043__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_044.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_044__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_044__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
paper/paper_044__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_044__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_044__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_044__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_044__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_044__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_044__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_045.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_045__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_045__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
paper/paper_045__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_045__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_045__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_045__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_045__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_045__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_045__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_046.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_046__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_046__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
paper/paper_046__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_046__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_046__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_046__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_046__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_046__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_046__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_047.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_047__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_047__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
paper/paper_047__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_047__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_047__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_047__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_047__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_047__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_047__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_048.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_048__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_048__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
paper/paper_048__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_048__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_048__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_048__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_048__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_048__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_048__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_049.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_049__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_049__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
